"58","№ 1180","Об утверждения Положения об оперативной группе Министерства здравоохранения Республики Беларусь","29.09.2021","Приказ МЗ РБ","protected/common-question/прмз№1180_2021.pdf","/index.php?common-question"
"59","№ 1168","Об изменении приказа Министерства здравоохранения Республики Беларусь от 14 сентября 2020 года № 1091","24.09.2021","Приказ МЗ РБ","protected/common-question/прмз№1168_2021.pdf","/index.php?common-question"
"60","№ 1148","Об изменении приказа Министерства  здравоохранения Республики Беларусь от 9 июля 2021 г. № 834","21.09.2021","Приказ МЗ РБ","protected/common-question/прмз№1148_2021.pdf","/index.php?common-question"
"61","№ 1141","О вопросах организации оказания медицинской помощи пациентам с инфекцией  COVID-19","21.09.2021","Приказ МЗ РБ","protected/common-question/прмз№1141_2021.pdf","/index.php?common-question"
"62","№ 27.2","О вопросах закупки вакцин для профилактики инфекции COVID-19","30.06.2021","Постановление  Коллегии МЗ РБ","protected/common-question/пкмз№27.2_2021.pdf","/index.php?common-question"
"63","№ 1115","О клинических конференциях","15.09.2021","Приказ МЗ РБ","protected/common-question/прмз№1115_2021.pdf","/index.php?common-question"
"64","№ 1091","Об утверждении Порядка проведения вакцинации против гриппа и  COVID-19","14.09.2021","Приказ МЗ РБ","protected/common-question/прмз№1091_2021.pdf","/index.php?common-question"
"65","№ 961","О показателях Целей устойчивого развития","09.08.2021","Приказ МЗ РБ","protected/common-question/прмз№961_2021.pdf","/index.php?common-question"
"66","№ 927","О приостановлении действия  регистрационного удостоверения министерства здравоохранения Республики Беларусь № ИМ-7.109173 от 22.12.2020","28.07.2021","Приказ МЗ РБ","protected/common-question/прмз№927_2021.pdf","/index.php?common-question"
"67","№ 900","Об утверждении рекомендаций об организации оказания медицинской помощи пациентам с инфекцией  COVID-19 и признании утратившими силу отдельных приказов Министерства здравоохранения или их структурных элементов","21.07.2021","Приказ МЗ РБ","protected/common-question/прмз№900_2021 (2).pdf","/index.php?common-question"
"68","№ 887","Об изменении приказа Министерства здравоохранения Республики Беларусь от 26 апреля 2021 года № 446","16.07.2021","Приказ МЗ РБ","protected/common-question/прмз№887_2021.pdf","/index.php?common-question"
"69","№ 880","О проведении исследований на инфекцию  COVID-19","16.07.2021","Приказ МЗ РБ","protected/common-question/прмз№880_2021.pdf","/index.php?common-question"
"70","№ 864","О перечне лабораторий","15.07.2021","Приказ МЗ РБ","protected/common-question/прмз№864_2021.pdf","/index.php?common-question"
"71","№ 834","О возмездной вакцинации против  инфекции  COVID-19","09.07.2021","Приказ МЗ РБ","protected/common-question/прмз№834_2021.pdf","/index.php?common-question"
"72","№ 815","О вопросах номенклатуры должностей служащих медицинских, фармацевтических работников","06.07.2021","Приказ МЗ РБ","protected/common-question/прмз№815_2021.pdf","/index.php?common-question"
"73","№ 733","Об изменении приказов Министерства здравоохранения Республики Беларусь","22.06.2021","Приказ МЗ РБ","protected/common-question/прмз№733_2021.pdf","/index.php?common-question"
"74","№ 25.1","Об итогах работы органов управления и организаций здравоохранения в 1-м полугодии 2021 года","20.07.2021","Постановление Коллегии МЗ РБ","public_html/protected/common-question/пкмз№25.1_2021.pdf","/index.php?common-question"
"75","№ 17.4","Об итогах работы с обращениями граждан и юридических лиц в 2020 году","26.05.2021","Постановление Коллегии МЗ РБ","protected/common-question/пкмз№17.4_2021.pdf","/index.php?common-question"
"76","№ 700","Об утверждении перечня лабораторий","11.06.2021","Приказ МЗ РБ","protected/common-question/прмз№700_2021.pdf","/index.php?common-question"
"77","№ 699","Об изменении приказа Министерства здравоохранения Республики Беларусь от 30 декабря 2020 №1409","11.06.2021","Приказ МЗ РБ","protected/common-question/прмз№699_2021.pdf","/index.php?common-question"
"78","№ 575","Об утверждении Рекомендаций по оценке выполнения государственных социальных стандартов по обслуживанию населения республики в области здравоохранения","19.05.2021","Приказ МЗ РБ","protected/common-question/прмз№575_2021.pdf","/index.php?common-question"
"79","№ 412","О проведении вакцинации против COVID-19","16.04.2021","Приказ МЗ РБ","protected/common-question/прмз№412_2021.pdf","/index.php?common-question"
"80","№ 17.2","О выполнении подпрограммы 2 «Охрана труда» Государственной программы о социальной защите и содействии занятости населения на 2016-2020 годы, состоянии производственного травматизма в организациях системы МЗРБ","26.05.2021","Постановление Коллегии МЗ РБ","protected/common-question/пкмз№17.2_2021.pdf","/index.php?common-question"
"81","№ 11.1","Об итогах за 2020 год и перспективах развития на 2021 год внебюджетной деятельности, платных медицинских услуг и экспорта услуг в организациях системы Министерства здравоохранения","14.04.2021","Постановление Коллегии МЗ РБ","protected/common-question/пкмз№11.1_2021.pdf","/index.php?common-question"
"82","№ 4.1","Об итогах работы органов и организаций здравоохранения в 2020 году и основных направлениях деятельности на 2021 год","24.02.2021","Постановление Коллегии МЗ РБ","protected/common-question/пкмзрб№4.1_2021.pdf","/index.php?common-question"
"83","№ 73","О признании утратившим силу постановлений МЗ РБ от 8 апреля 2003 № 20 и от 6 декабря 2018 № 90","31.05.2021","Постановление МЗ РБ","protected/common-question/пмз№73_2021.pdf","/index.php?common-question"
"84","№ 62","Об отмене постановления МЗ РБ от 29 марта 2021 № 23","27.05.2021","Постановление МЗ РБ","protected/common-question/пмз№62_2021.pdf","/index.php?common-question"
"85","№ 19/26/20/17","О признании утратившим силу постановления от 16 марта 2006 № 22/12/13/7","23.03.2021","Постановление  МЗ РБ, МСХиПРБ, ГКСРБ, МАРиТРБ","protected/common-question/пмз№20_19_26_17_2021.pdf","/index.php?common-question"
"86","№ 270","Об установлении перечня лабораторий","16.03.2021","Приказ МЗ РБ","protected/common-question/прмз№270_2021.pdf","/index.php?common-question"
"87","№ 167","Об изучении популяционного иммунитета населения Республики Беларусь к COVID-19","19.02.2021","Приказ МЗ РБ","protected/common-question/прмз№167_2021.pdf","/index.php?common-question"
"88","№ 157","О реализации государственного социального заказа, направленного на повышение доступности медицинской помощи","18.02.2021","Приказ МЗ РБ","protected/common-question/прмз№157_2021.pdf","/index.php?common-question"
"89","№ 92","Об изменении приказа министерства здравоохранения Республики Беларусь от 9 октября 2020г. № 1067","21.01.2021","Приказ МЗ РБ","protected/common-question/прмз№92_2021.pdf","/index.php?common-question"
"90","№ 23","О совершенствовании сбора и обработки информации по распространенности инфекцией COVID-19 в Республике Беларусь и некоторых вопросах деятельности рабочей группы оперативного реагирования по анализу ситуации распространения коронавируса COVID-19 в Республике Беларусь","14.01.2021","Приказ МЗ РБ","protected/common-question/прмз№23_2021.zip","/index.php?common-question"
"91","№ 2","Об утверждении Инструкции о порядке проведения государственного санитарного надзора за обращением продукции","05.01.2021","Приказ МЗ РБ","protected/common-question/прмз№2_2021.pdf","/index.php?common-question"
"92","№ 1323","О республиканском научно-практическом вебинаре «Актуальные вопросы биобезопасности и лабораторной диагностики инфекции COVID-19»","10.12.2020","Приказ МЗ РБ","protected/common-question/прмз№1323_2020.pdf","/index.php?common-question"
"93","№ 1306","О составе Республиканского санитарно-эпидемиологического совета при Главном государственном санитарном враче республики Беларусь","08.12.2020","Приказ МЗ РБ","protected/common-question/прмз№1306_2020.pdf","/index.php?common-question"
"94","№ 1276","О некоторых вопросах организации консультативной помощи пациентам с инфекцией COVID-19","02.12.2020","Приказ МЗ РБ","protected/common-question/прмз№1276_2020.pdf","/index.php?common-question"
"95","№ 1222","О перечне орфанных (редких) заболеваний","19.11.2020","Приказ МЗ РБ","protected/common-question/прмз№1222_2020.pdf","/index.php?common-question"
"96","№ 1195","Об изменении приказов Министерства здравоохранения Республики Беларусь от 5 июня 2020г. № 615 и от 15 апреля 2020г. № 433","11.11.2020","Приказ МЗ РБ","protected/common-question/прмз№1195_2020.pdf","/index.php?common-question"
"97","№ 1192"," Об утверждении Правил работы амбулаторно-поликлинических организаций здравоохранения в период подъема заболеваемости острыми респираторными инфекциями, в том числе COVID-19","10.11.2020","Приказ МЗ РБ","protected/common-question/прмз№1192_2020.pdf","/index.php?common-question"
"98","№ 1191","О некоторых вопросах проведения экспертизы временной нетрудоспособности","10.11.2020","Приказ МЗ РБ","protected/common-question/прмз№1191_2020.pdf","/index.php?common-question"
"99","№ 1166"," Об изменении приказа Министерства здравоохранения Республики Беларусь от 31.03.2020 года № 367","04.11.2020","Приказ МЗ РБ","protected/common-question/прмз№1166_2020.pdf","/index.php?common-question"
"100","№ 1162","Об установлении требований к качеству экспресс-тест систем для определения антигена SARS-CoV-2","03.11.2020","Приказ МЗ РБ","protected/common-question/прмз№1162_2020.pdf","/index.php?common-question"
"101","№ 1106","О некоторых вопросах оказании медицинской помощи пациентам с инфекцией COVID-19","20.10.2020","Приказ МЗ РБ","/protected/common-question/прмз№1106_2020.pdf","/index.php?common-question"
"102","№ 1097","О мерах по организации оказания медицинской помощи пациентам с инфекцией COVID-19 и принятию дополнительных противоэпидемических мер в организациях здравоохранения","16.10.2020","Приказ МЗ РБ","/protected/common-question/прмз№1097_2020.pdf","/index.php?common-question"
"103","№ 1076","О дозорном эпидемиологическом слежении в условиях распространения инфекции COVID-19","12.10.2020","Приказ МЗ РБ","/protected/common-question/прмз№1076_2020.pdf","/index.php?common-question"
"104","№ 1067","Об организации работы специалистов – координаторов по борьбе с инфекцией COVID-19","09.10.2020","Приказ МЗ РБ","/protected/common-question/прмз№1067_2020.pdf","/index.php?common-question"
"105","№ 1019","О некоторых вопросах лечения пациентов в возрасте до 18 лет с инфекцией COVID-19","30.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№1019_2020.pdf","/index.php?common-question"
"106","№ 1018","О порядке работы организаций здравоохранения в условиях заболеваемости инфекцией COVID-19","30.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№1018_2020.pdf","/index.php?common-question"
"107","№ 978","Об оказании медицинской помощи пациентам с инфекцией COVID-19","24.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№978_2020.pdf","/index.php?common-question"
"108","№ 925","О лабораторных исследованиях на COVID-19","11.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№925_2020.pdf","/index.php?common-question"
"109","№ 901","Об изучении особенностей циркуляции возбудителя COVID-19 среди населения Республики Беларусь","04.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№901_2020.pdf","/index.php?common-question"
"110","№ 898","Об отдельных вопросах оказания медицинской помощи пациентам с инфекцией COVID-19","03.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№898_2020.pdf","/index.php?common-question"
"111","№ 886","О реализации пилотного проекта","01.09.2020","Приказ МЗ РБ","/protected/common-question/прмз№886_2020.pdf","/index.php?common-question"
"112","№ 881","О порядке установления и применения граничных доз облучения и референтных уровней","31.08.2020","Приказ МЗ РБ","/protected/common-question/прмз№881_2020.pdf","/index.php?common-question"
"113","№ 866"," Об изменении приказа Министерства здравоохранения Республики Беларусь от 23 июля 2020 года № 769","25.08.2020","Приказ МЗ РБ","/protected/common-question/прмз№866_2020.pdf","/index.php?common-question"
"114","№ 819","О лечебно-контрольном совете Министерства здравоохранения Республики Беларусь","06.08.2020","Приказ МЗ РБ","/protected/common-question/прмз№819_2020.pdf","/index.php?common-question"
"115","№ 811","О вакцинации против гриппа в 2020 году","05.08.2020","Приказ МЗ РБ","/protected/common-question/прмз№811_2020.pdf","/index.php?common-question"
"116","№ 784"," Об изменении приказа Министерства здравоохранения Республики Беларусь от 26.06.2020 года № 679","28.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№784_2020.pdf","/index.php?common-question"
"117","№ 775","Об утверждении Инструкции о порядке работы организаций здравоохранения в условиях спорадической заболеваемости инфекцией COVID-19","24.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№775_2020.pdf","/index.php?common-question"
"118","№ 769","Об использовании средств индивидуальной защиты","23.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№769_2020.pdf","/index.php?common-question"
"119","№ 761","Об изменении приказа Министерства здравоохранения Республики Беларусь от 26.06.2020 года № 679","22.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№761_2020.pdf","/index.php?common-question"
"120","№ 735","Об изменении приказа Министерства здравоохранения Республики Беларусь от 1 июля 2020 года №690","16.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№735_2020.pdf","/index.php?common-question"
"121","№ 696","Об изменении приказа Министерства здравоохранения Республики Беларусь от 3 января 2019 г. № 7","06.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№696_2020.pdf","/index.php?common-question"
"122","№ 690","О вопросах лечения пациентов с инфекцией COVID-19","01.07.2020","Приказ МЗ РБ","/protected/common-question/прмз№690_2020.pdf","/index.php?common-question"
"123","№ 679","О возобновлении проведения медицинской реабилитации в организациях здравоохранения","26.06.2020","Приказ МЗ РБ","/protected/common-question/прмз№679_2020.pdf","/index.php?common-question"
"124","№ 615","Об отдельных вопросах оказания медицинской помощи пациентам с инфекцией COVID-19 (Рекомендации (временные) об организации оказания медицинской помощи пациентам с инфекцией COVID-19)","05.06.2020","Приказ МЗ РБ","/protected/common-question/прмз№615_2020.pdf","/index.php?common-question"
"125","№ 530","Об утверждении Инструкций по выполнению терапевтических лечебных и диагностических манипуляций","14.05.2020","Приказ МЗ РБ","/protected/common-question/прмз№530_2020.zip","/index.php?common-question"
"126","№ 49","О продлении (сокращении) сроков пребывания граждан в самоизоляции","08.05.2020","Постановление МЗ РБ","/protected/common-question/пмз№49_2020.docx","/index.php?common-question"
"127","№ 509","О поэтапном возобновлении оказания плановой стоматологической помощи","05.05.2020","Приказ МЗ РБ","/protected/common-question/прмз№509_2020.pdf","/index.php?common-question"
"128","№ 462","Об организации проведения медицинской реабилитации пациентам с пневмонией, ассоциированной с инфекцией C0VID-19. (Временный клинический протокол медицинской реабилитации пациентов после перенесенной пневмонии, ассоциированной с инфекцией COVID-19)","21.04.2020","Приказ МЗ РБ","/protected/common-question/прмз№462_2020.docx","/index.php?common-question"
"129","№ 446","«О лабораторных исследованиях на COVID-19»","17.04.2020","Приказ МЗ РБ","/protected/common-question/прмз№446_2020.zip","/index.php?common-question"
"130","№ 433","Об организации оказании медицинской помощи пациентам с внебольничной пневмонией с нетяжелым течением, не связанной с инфекцией COVID-19 и пациентам с инфекцией СОVID-19 в амбулаторных условиях.","15.04.2020","Приказ МЗ РБ","/protected/common-question/прмз№433_2020.pdf","/index.php?common-question"
"131","№ 403","Об организации хирургической помощи пациентам от 0 до 18 лет с подтвержденной COVID-19 инфекцией и контактом первого уровня","08.04.2020","Приказ МЗ РБ","/protected/common-question/прмз№403_2020.pdf","/index.php?common-question"
"132","№ 36","О реализации постановления Совета Министров Республики Беларусь от 8 апреля 2020 г. N 208 (установлены критерии отнесения граждан к лицам, имеющим контакты первого и второго уровня с лицами, имеющими инфекцию, вызванную коронавирусом COVID-19)","08.04.2020","Постановление МЗ РБ","/protected/common-question/прмз№36_2022.pdf","/index.php?common-question"
"133","№ 388","Об утверждении Инструкции по ведению пациентов от 0 до 18 лет с подтвержденной COVID-19 инфекцией и совершенствованию организации оказания медицинской помощи","06.04.2020","Приказ МЗ РБ","/protected/common-question/прмз№388_2020.pdf","/index.php?common-question"
"134","№ 387","Об утверждении инструкции «Об организации медицинской помощи беременным, роженицам и родильницам с вероятной или подтвержденной инфекцией COVID- 19» и дополнительных противоэпидемических мерах","06.04.2020","Приказ МЗ РБ","/protected/common-question/прмз№387_2020.pdf","/index.php?common-question"
"135","№ 255","Об утверждении Инструкции по ведению пациентов с подтвержденной COVID-19 инфекцией","06.03.2020","Приказ МЗ РБ","/protected/common-question/прмз№255.zip","/index.php?common-question"
"136","№ 620","О проведении профилактических прививок","05.06.2020","Приказ МЗ РБ","/protected/common-question/прмз№620_2020.pdf","/index.php?common-question"
"137","№ 51","Об установлении перечня документов для проведения комплекса предварительных технических работ","18.05.2020","Постановление МЗ РБ","/protected/common-question/пмз№51_2020.docx","/index.php?common-question"
"138","№ 530","Об утверждении Инструкций по выполнению терапевтических лечебных и диагностических манипуляций","14.05.2020","Приказ МЗ РБ","/protected/common-question/прмз№530_2020.zip","/index.php?common-question"
"139","№ 40","Об установлении перечня инфекций, за работу в условиях, связанных с которыми, установлена ежемесячная надбавка","20.04.2020","Постановление МЗ РБ","/protected/common-question/пмз№40_2020.docx","/index.php?common-question"
"140","№ 18-10/4966","О временном порядке оформления электронного рецепта врача","20.03.2020","Письмо МЗ РБ","/protected/common-question/письмо№18-10_4966_2020.pdf","/index.php?common-question"
"141","№ 296","О мерах по организации оказания медицинской помощи пациентам с признаками респираторной инфекции и принятию дополнительных противоэпидемических мер в организациях здравоохранения.","16.03.2020","Приказ МЗ РБ","/protected/common-question/прмз№296_2020.pdf","/index.php?common-question"
"142","№ 16","Об утверждении Типовой инструкции по охране труда при оказании медицинской помощи в организациях здравоохранения терапевтического (педиатрического) профиля","09.03.2020","Постановление МЗ РБ","/protected/common-question/пмз№16_2020.pdf","/index.php?common-question"
"143","№ 15","Об утверждении Типовой инструкции по охране труда при оказании медицинской помощи в организациях здравоохранения хирургического профиля","09.03.2020","Постановление МЗ РБ","/protected/common-question/пмз№15_2020.pdf","/index.php?common-question"
"144","№ 35","О критериях оценки качества оказания медицинской помощи и медицинских экспертиз","20.01.2020","Приказ МЗ РБ","/protected/common-question/прмз№35_2020.pdf","/index.php?common-question"
"145","№ 15","Об утверждении Положения о порядке направления пациентов на консультации и лечение в государственное учреждение «Республиканский научно-практический центр пульмонологии и фтизиатрии»","10.01.2020","Приказ МЗ РБ","/protected/common-question/прмз№15_2020.pdf","/index.php?common-question"
"146","№ 3","Об установлении Республиканского формуляра лекарственных средств на 2020 год","09.01.2020","Постановление МЗ РБ","/protected/common-question/пмз№3_2020.pdf","/index.php?common-question"
